Wattos Relation Name,Wattos Attribute Name,Wattos Data Type,Text Format,SF Category,Tag Name,Tag Name CIF,Comments,,Placeholder so that all columns get written by spreadsheet programs like Excel or Gnumeric.
NOE_completeness,_NOE_compl_res.Entity_ID,INTEGER,,NOE_completeness_statistics,_NOE_completeness_comp.Entity_assembly_ID,,,,X
NOE_completeness,_NOE_compl_res.Comp_index_ID,INTEGER,,NOE_completeness_statistics,_NOE_completeness_comp.Comp_index_ID,,,,X
NOE_completeness,_NOE_compl_res.Comp_ID,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_comp.Comp_ID,,,,X
NOE_completeness,_NOE_compl_res.Obs_atom_count,INTEGER,,NOE_completeness_statistics,_NOE_completeness_comp.Obs_atom_count,,,,X
NOE_completeness,_NOE_compl_res.Rst_obser_count,INTEGER,,NOE_completeness_statistics,_NOE_completeness_comp.Constraint_observed_count,,,,X
NOE_completeness,_NOE_compl_res.Rst_expec_count,INTEGER,,NOE_completeness_statistics,_NOE_completeness_comp.Constraint_expected_count,,,,X
NOE_completeness,_NOE_compl_res.Rst_match_count,INTEGER,,NOE_completeness_statistics,_NOE_completeness_comp.Constraint_matched_count,,,,X
NOE_completeness,_NOE_compl_res.Compl_cumul,FLOAT,%.1f,NOE_completeness_statistics,_NOE_completeness_comp.Completeness_cumulative_pct,,,,X
NOE_completeness,_NOE_compl_res.Stand_deviat,FLOAT,%.1f,NOE_completeness_statistics,_NOE_completeness_comp.Std_dev,,,,X
NOE_completeness,_NOE_compl_res.Details,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_comp.Details,,,,X
NOE_completeness,_NOE_compl_shel.Shell_start,FLOAT,%.2f,NOE_completeness_statistics,_NOE_completeness_shell.Shell_start,,,,X
NOE_completeness,_NOE_compl_shel.Shell_end,FLOAT,%.2f,NOE_completeness_statistics,_NOE_completeness_shell.Shell_end,,,,X
NOE_completeness,_NOE_compl_shel.Rst_expec_count,INTEGER,,NOE_completeness_statistics,_NOE_completeness_shell.Constraint_expected_count,,,,X
NOE_completeness,_NOE_compl_shel.Rst_obser_count,INTEGER,,NOE_completeness_statistics,_NOE_completeness_shell.Constraint_observed_count,,,,X
NOE_completeness,_NOE_compl_shel.Rst_match_count,INTEGER,,NOE_completeness_statistics,_NOE_completeness_shell.Constraint_matched_count,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_1,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_1,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_2,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_2,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_3,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_3,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_4,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_4,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_5,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_5,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_6,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_6,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_7,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_7,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_8,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_8,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_9,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_9,,,,X
NOE_completeness,_NOE_compl_shel.Matched_shel_o,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Matched_shell_overflow,,,,X
NOE_completeness,_NOE_compl_shel.Details,STRINGNR,,NOE_completeness_statistics,_NOE_completeness_shell.Type,,,,X
NOE_completeness,_NOE_compl_shel.Compl_shell,FLOAT,%.1f,NOE_completeness_statistics,_NOE_completeness_shell.Completeness_shell_pct,,,,X
NOE_completeness,_NOE_compl_shel.Compl_cumul,FLOAT,%.1f,NOE_completeness_statistics,_NOE_completeness_shell.Completeness_cumulative_pct,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Sf_category    ,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats_list.Sf_category    ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Restraint_list_ID  ,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats_list.Constraint_list_ID        ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Restraint_count          ,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats_list.Constraint_count          ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Viol_count           ,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats_list.Viol_count           ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Viol_total            ,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats_list.Viol_total            ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Viol_max              ,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats_list.Viol_max              ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Viol_rms              ,FLOAT,%.4f,distance_constraint_statistics,_Distance_constraint_stats_list.Viol_rms              ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Viol_average_all_restraints              ,FLOAT,%.4f,distance_constraint_statistics,_Distance_constraint_stats_list.Viol_average_all_restraints              ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Viol_average_violations_only           ,FLOAT,%.4f,distance_constraint_statistics,_Distance_constraint_stats_list.Viol_average_violations_only           ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Cutoff_violation_report         ,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats_list.Cutoff_violation_report         ,,,,X
distance_constraint_statistics,_Distance_constraint_stats_list.Details,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats_list.Details,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Restraint_ID,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats.Restraint_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Atom_1_entity_ID,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats.Atom_1_entity_assembly_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Atom_1_comp_index_ID,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats.Atom_1_comp_index_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Atom_1_comp_ID,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats.Atom_1_comp_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Atom_1_ID,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats.Atom_1_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Atom_2_entity_ID,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats.Atom_2_entity_assembly_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Atom_2_comp_index_ID,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats.Atom_2_comp_index_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Atom_2_comp_ID,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats.Atom_2_comp_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Atom_2_ID,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats.Atom_2_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Node_1_distance_val,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats.Node_1_distance_val,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Node_1_distance_lower_bound_val,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats.Node_1_distance_lower_bound_val,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Node_1_distance_upper_bound_val,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats.Node_1_distance_upper_bound_val,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Distance_minimum  ,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats.Distance_minimum  ,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Distance_average  ,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats.Distance_average  ,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Distance_maximum ,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats.Distance_maximum ,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Max_violation,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats.Max_violation,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Max_violation_model_number,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats.Max_violation_model_number,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Above_cutoff_violation_count,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats.Over_cutoff_violation_count,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Above_cutoff_violation_per_model,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats.Over_cutoff_viol_per_model,,,,X
distance_constraint_statistics,_Distance_constraint_stats.Distance_constraint_stats_ID,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats.Distance_constraint_stats_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats_per_res.Atom_entity_ID,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats_per_res.Atom_entity_assembly_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats_per_res.Atom_comp_index_ID,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats_per_res.Atom_comp_index_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats_per_res.Atom_comp_ID,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats_per_res.Atom_comp_ID,,,,X
distance_constraint_statistics,_Distance_constraint_stats_per_res.Total_violation,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats_per_res.Total_violation,,,,X
distance_constraint_statistics,_Distance_constraint_stats_per_res.Max_violation,FLOAT,%.3f,distance_constraint_statistics,_Distance_constraint_stats_per_res.Max_violation,,,,X
distance_constraint_statistics,_Distance_constraint_stats_per_res.Max_violation_model_number,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats_per_res.Max_violation_model_number,,,,X
distance_constraint_statistics,_Distance_constraint_stats_per_res.Above_cutoff_violation_count,INTEGER,,distance_constraint_statistics,_Distance_constraint_stats_per_res.Over_cutoff_viol_count,,,,X
distance_constraint_statistics,_Distance_constraint_stats_per_res.Above_cutoff_violation_per_model,STRINGNR,,distance_constraint_statistics,_Distance_constraint_stats_per_res.Over_cutoff_viol_per_model,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Sf_category                 ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Sf_category    ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Restraint_list_ID  ,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Constraint_list_ID        ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Constraint_count            ,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Constraint_count          ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_count                  ,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_count           ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_total                  ,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_total            ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_max                    ,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_max              ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_rms                    ,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_rms              ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_average_all_restraints ,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_average_all_restraints              ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_average_violations_only,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Viol_average_violations_only           ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Cutoff_violation_report     ,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Cutoff_violation_report         ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats_list.Details                     ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats_list.Details,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Restraint_ID,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Restraint_ID,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Torsion_angle_name,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Torsion_angle_name,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Entity_assembly_ID_1,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Entity_assembly_ID_1,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_index_ID_1 ,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_index_ID_1 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_ID_1 ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_ID_1 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Atom_ID_1 ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Atom_ID_1 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Entity_assembly_ID_2,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Entity_assembly_ID_2,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_index_ID_2 ,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_index_ID_2 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_ID_2 ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_ID_2 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Atom_ID_2 ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Atom_ID_2 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Entity_assembly_ID_3,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Entity_assembly_ID_3,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_index_ID_3 ,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_index_ID_3 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_ID_3 ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_ID_3 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Atom_ID_3 ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Atom_ID_3 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Entity_assembly_ID_4,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Entity_assembly_ID_4,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_index_ID_4 ,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_index_ID_4 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_ID_4 ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Comp_ID_4 ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Atom_ID_4        ,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Atom_ID_4        ,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_lower_bound_val,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_lower_bound_val,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_upper_bound_val,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_upper_bound_val,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_average,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_average,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_minimum,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_minimum,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_maximum,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats.Angle_maximum,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Max_violation,FLOAT,%.2f,torsion_angle_constraint_statistics,_TA_constraint_stats.Max_violation,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Max_violation_model_number,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Max_violation_model_number,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Above_cutoff_violation_count,INTEGER,,torsion_angle_constraint_statistics,_TA_constraint_stats.Over_cutoff_violation_count,,,,X
torsion_angle_constraint_statistics,_TA_constraint_stats.Above_cutoff_violation_per_model,STRINGNR,,torsion_angle_constraint_statistics,_TA_constraint_stats.Over_cutoff_violation_per_model,,,,X